temperature_C,pCO2_bar,pH,wall_shear_stress_Pa,NaCl_wt_pct,corrosion_rate_dewaard1975_mmpy,corrosion_rate_dewaard1995_mmpy,corrosion_rate_target_mmpy,model_disagreement_ratio,regime
9.44,25.6184,4.79,6.165,16.88,1.46592,7.41286,3.29646,5.0568,high_pressure_gas_CO2
8.39,6.0828,3.88,112.885,2.65,14.60411,106.70216,39.47519,7.3063,conventional_oilfield_range
56.98,35.3029,5.39,18.042,16.62,46.14646,66.63934,55.45421,1.4441,high_pressure_gas_CO2
146.78,4.5697,3.52,113.078,17.95,574.22297,3202.8355,1356.14959,5.5777,conventional_oilfield_range
15.56,2.4152,4.51,4.831,19.15,0.35685,3.355,1.09419,9.4016,conventional_oilfield_range
107.38,10.3013,3.91,4.424,12.04,37.30994,129.18704,69.42594,3.4625,high_pressure_gas_CO2
102.58,31.9416,5.15,4.074,12.17,44.73966,61.39282,52.40891,1.3722,high_pressure_gas_CO2
68.18,0.3397,3.92,112.748,6.69,14.93387,150.3601,47.38626,10.0684,conventional_oilfield_range
122.62,44.1494,6.24,3.76,14.63,115.85704,55.60309,80.26213,2.0836,high_pressure_gas_CO2
124.38,1.0961,4.38,11.424,16.7,20.40116,110.99228,47.58541,5.4405,conventional_oilfield_range
23.33,34.2583,3.92,68.841,7.34,51.53528,228.12785,108.42801,4.4266,high_pressure_gas_CO2
7.62,15.957,3.69,7.395,18.51,1.74307,14.90771,5.09757,8.5526,high_pressure_gas_CO2
142.84,2.3882,4.13,1.977,16.95,13.26807,51.98008,26.26167,3.9177,conventional_oilfield_range
28.63,4.786,4.48,37.087,15.75,7.73113,40.3608,17.6645,5.2206,conventional_oilfield_range
80.42,68.5424,5.95,2.499,13.78,34.58645,20.72649,26.77416,1.6687,high_pressure_gas_CO2
24.76,1.8157,4.67,107.742,18.48,7.02934,34.51551,15.5763,4.9102,conventional_oilfield_range
74.81,0.1502,4.55,16.748,13.96,2.41001,13.76986,5.76069,5.7136,conventional_oilfield_range
88.28,83.9796,5.33,68.592,17.72,826.982,773.03578,799.55405,1.0698,dense_phase_supercritical_CO2
17.5,0.3612,3.74,82.263,14.88,1.56959,38.46425,7.77001,24.5059,conventional_oilfield_range
120.12,0.1445,5.21,2.719,0.66,3.19693,8.12788,5.09747,2.5424,conventional_oilfield_range
50.52,0.1107,6.37,3.614,14.01,0.24629,0.45519,0.33482,1.8482,conventional_oilfield_range
78.11,22.6789,5.19,5.153,5.86,36.67034,48.55435,42.19602,1.3241,high_pressure_gas_CO2
87.29,2.5408,5.28,17.664,17.3,18.845,41.71138,28.0366,2.2134,conventional_oilfield_range
42.28,74.0712,5.8,7.937,14.65,32.48478,23.06104,27.37029,1.4086,dense_phase_supercritical_CO2
79.63,0.2653,4.92,56.398,16.22,13.08224,46.48588,24.66048,3.5534,conventional_oilfield_range
110.18,0.163,4.27,1.255,7.04,0.82399,5.67138,2.16174,6.8829,conventional_oilfield_range
37.16,0.3544,4.9,4.424,19.42,0.30289,1.26356,0.61864,4.1717,conventional_oilfield_range
68.49,3.733,6.14,3.361,17.43,4.35315,4.90329,4.62004,1.1264,conventional_oilfield_range
63.82,0.6592,5.14,1.215,8.59,0.64966,2.49699,1.27365,3.8436,conventional_oilfield_range
148.51,97.5815,6.17,106.128,10.07,3896.86543,1839.43798,2677.31998,2.1185,dense_phase_supercritical_CO2
51.1,0.4826,6.26,54.459,12.61,6.38209,8.19973,7.23404,1.2848,conventional_oilfield_range
25.0,0.1388,4.5,9.321,8.89,0.23142,2.73109,0.795,11.8014,conventional_oilfield_range
57.22,7.2381,4.56,6.203,7.94,9.16216,36.05484,18.17526,3.9352,conventional_oilfield_range
124.57,6.0562,5.12,5.313,15.31,49.28084,70.1228,58.78529,1.4229,conventional_oilfield_range
106.48,15.5546,5.5,20.223,17.79,139.04901,140.76189,139.90283,1.0123,high_pressure_gas_CO2
19.52,21.7134,6.32,1.608,19.73,1.07702,1.06117,1.06906,1.0149,high_pressure_gas_CO2
47.77,67.1875,5.55,1.311,14.05,6.80935,8.48488,7.60108,1.2461,high_pressure_gas_CO2
108.98,1.2967,4.2,60.133,18.64,59.90197,250.986,122.61548,4.1899,conventional_oilfield_range
30.68,0.1005,3.75,1.969,8.75,0.06155,1.84712,0.33717,30.0122,conventional_oilfield_range
87.05,41.2828,3.68,2.206,8.35,38.61504,93.45952,60.07448,2.4203,high_pressure_gas_CO2
16.45,0.2153,4.14,36.783,3.66,1.02512,7.94464,2.8538,7.75,conventional_oilfield_range
99.93,11.4599,4.28,23.935,12.35,141.37561,372.18715,229.38654,2.6326,high_pressure_gas_CO2
143.6,2.9987,5.79,34.07,16.89,137.49924,161.61662,149.071,1.1754,conventional_oilfield_range
139.96,13.3319,5.27,6.263,0.56,182.85157,248.69945,213.24888,1.3601,high_pressure_gas_CO2
14.54,0.1069,4.68,121.164,12.44,1.15297,9.25631,3.26684,8.0282,conventional_oilfield_range
6.77,11.7514,5.24,1.015,6.96,0.48705,1.06169,0.7191,2.1798,high_pressure_gas_CO2
67.12,3.3071,5.6,45.136,1.29,33.69849,68.31805,47.98141,2.0273,conventional_oilfield_range
136.93,73.4912,6.47,5.407,12.31,478.87676,76.68948,191.63719,6.2444,high_pressure_gas_CO2
57.08,19.05,4.23,6.508,11.34,17.6574,71.9302,35.63847,4.0737,high_pressure_gas_CO2
15.25,0.1507,6.39,17.34,11.55,0.21469,0.58471,0.35431,2.7235,conventional_oilfield_range
67.13,55.2105,5.97,1.343,10.93,12.6851,8.20896,10.20448,1.5453,high_pressure_gas_CO2
11.39,12.1999,4.22,11.023,5.34,2.77815,17.57364,6.98729,6.3257,high_pressure_gas_CO2
143.68,9.697,5.21,4.254,11.62,100.89373,93.32154,97.0338,1.0811,conventional_oilfield_range
37.63,0.1019,4.97,6.612,16.96,0.20854,1.52184,0.56335,7.2975,conventional_oilfield_range
36.61,7.9186,5.99,1.441,4.25,1.32197,2.32425,1.75288,1.7582,conventional_oilfield_range
135.33,0.3556,3.82,14.76,3.68,28.66021,173.64715,70.54619,6.0588,conventional_oilfield_range
142.32,12.8047,3.95,52.184,6.15,899.02364,2395.8336,1467.62088,2.6649,high_pressure_gas_CO2
111.9,0.1247,3.62,88.648,8.44,24.39879,235.40272,75.78615,9.6481,conventional_oilfield_range
5.81,19.6298,5.12,97.255,10.21,16.42157,64.61532,32.5743,3.9348,high_pressure_gas_CO2
135.91,0.1841,4.68,3.01,2.72,5.49447,16.71559,9.58349,3.0423,conventional_oilfield_range
103.36,74.6558,6.27,9.851,15.08,267.6646,91.29299,156.31987,2.9319,dense_phase_supercritical_CO2
147.39,2.2565,6.07,74.64,1.75,366.58489,292.04909,327.20144,1.2552,conventional_oilfield_range
66.41,0.318,3.64,118.676,4.81,14.5711,151.86027,47.0401,10.422,conventional_oilfield_range
120.61,45.1059,3.92,6.386,10.41,234.82989,576.71139,368.00689,2.4559,high_pressure_gas_CO2
72.19,0.1186,5.29,1.006,8.9,0.2473,0.89265,0.46984,3.6096,conventional_oilfield_range
28.5,13.8383,5.15,2.476,8.63,2.24621,5.59366,3.54465,2.4903,high_pressure_gas_CO2
120.31,15.0201,4.01,5.851,18.21,70.52451,165.32466,107.97889,2.3442,high_pressure_gas_CO2
136.93,14.7356,5.56,17.009,8.67,328.34155,214.74508,265.53669,1.529,high_pressure_gas_CO2
35.66,1.301,5.15,1.505,11.77,0.31433,1.81463,0.75524,5.773,conventional_oilfield_range
105.09,2.5783,5.61,1.603,11.12,6.57233,8.32242,7.39579,1.2663,conventional_oilfield_range
148.9,1.0447,4.21,14.594,16.17,44.95019,168.27417,86.97101,3.7436,conventional_oilfield_range
84.39,1.3376,6.33,12.782,11.64,14.75779,9.19282,11.64756,1.6054,conventional_oilfield_range
45.04,76.6187,4.43,1.307,1.92,8.21988,26.74712,14.82762,3.254,dense_phase_supercritical_CO2
114.33,0.3073,3.66,15.829,12.3,9.03064,91.80357,28.79313,10.1658,conventional_oilfield_range
126.61,0.4852,5.49,2.179,5.04,5.18695,11.4121,7.69377,2.2002,conventional_oilfield_range
45.42,0.4308,3.9,42.713,10.5,4.34273,48.55021,14.52035,11.1797,conventional_oilfield_range
143.26,1.2014,5.31,2.674,0.2,23.09105,35.90583,28.79416,1.555,conventional_oilfield_range
6.89,0.1283,4.12,1.289,18.74,0.01344,0.23842,0.05661,17.7372,conventional_oilfield_range
24.02,14.152,4.99,70.915,2.54,32.61082,88.41175,53.69525,2.7111,high_pressure_gas_CO2
109.09,0.1331,5.83,1.924,1.87,1.36763,2.73854,1.93528,2.0024,conventional_oilfield_range
41.75,0.3901,5.55,62.375,6.89,4.71846,13.38969,7.94851,2.8377,conventional_oilfield_range
125.09,2.3483,4.57,92.303,1.92,293.09139,846.59686,498.12674,2.8885,conventional_oilfield_range
15.3,0.1172,3.99,20.034,8.31,0.30745,4.03354,1.11359,13.1195,conventional_oilfield_range
112.63,2.5647,4.63,21.053,17.21,57.23876,169.2953,98.43908,2.9577,conventional_oilfield_range
81.98,0.228,5.86,3.748,16.84,0.99868,1.45187,1.20414,1.4538,conventional_oilfield_range
14.7,1.4498,3.99,17.175,16.03,0.93867,12.27803,3.39485,13.0803,conventional_oilfield_range
75.59,3.1861,4.6,16.311,7.37,25.49478,54.8972,37.41112,2.1533,conventional_oilfield_range
136.57,2.4072,5.76,86.843,7.66,313.07159,237.35247,272.59552,1.319,conventional_oilfield_range
17.2,3.439,4.68,6.124,6.06,1.01226,8.64243,2.95777,8.5377,conventional_oilfield_range
41.94,9.2914,4.82,8.689,19.59,4.76247,13.80484,8.10833,2.8987,conventional_oilfield_range
32.34,0.4722,4.75,1.044,12.94,0.09728,0.85764,0.28884,8.8167,conventional_oilfield_range
23.77,0.3212,3.9,83.072,2.35,2.57082,44.81026,10.73308,17.4303,conventional_oilfield_range
36.38,1.7093,3.91,63.596,6.87,8.57684,77.45532,25.77444,9.0308,conventional_oilfield_range
43.65,0.2844,5.54,70.795,12.72,4.59894,12.15828,7.47765,2.6437,conventional_oilfield_range
76.48,90.9884,6.35,22.089,14.8,229.70953,95.50146,148.11345,2.4053,dense_phase_supercritical_CO2
39.81,0.8578,5.96,1.528,12.02,0.29982,0.59494,0.42235,1.9843,conventional_oilfield_range
34.15,1.0387,4.22,1.957,19.31,0.41805,2.25319,0.97054,5.3898,conventional_oilfield_range
146.25,0.3631,4.6,1.335,10.63,4.15872,15.46948,8.0208,3.7198,conventional_oilfield_range
34.33,27.9068,5.93,3.343,1.57,7.72507,5.91491,6.75967,1.306,high_pressure_gas_CO2
81.71,1.6482,4.62,36.653,7.4,23.73437,122.75333,53.9766,5.172,conventional_oilfield_range
137.84,4.9107,4.31,5.247,9.07,43.38294,133.14414,76.00121,3.069,conventional_oilfield_range
120.64,0.6379,5.82,91.563,12.71,104.6175,110.85315,107.6902,1.0596,conventional_oilfield_range
39.79,1.2947,4.92,73.358,7.86,13.00326,42.26697,23.44373,3.2505,conventional_oilfield_range
77.9,77.0594,3.69,2.844,5.61,57.64587,209.96051,110.01525,3.6422,dense_phase_supercritical_CO2
58.64,4.0407,6.22,17.629,18.51,15.01317,9.59796,12.00399,1.5642,conventional_oilfield_range
49.42,0.1831,4.53,45.158,11.92,2.04548,28.46272,7.6302,13.9149,conventional_oilfield_range
88.48,1.5532,6.03,2.486,17.07,3.24389,4.54898,3.8414,1.4023,conventional_oilfield_range
147.22,0.2571,4.6,36.403,19.75,33.35258,141.36151,68.66419,4.2384,conventional_oilfield_range
140.3,0.7207,6.49,118.917,13.01,168.83923,120.96833,142.91326,1.3957,conventional_oilfield_range
135.1,66.5083,5.95,4.519,6.33,278.55801,189.92147,230.00901,1.4667,high_pressure_gas_CO2
13.1,5.0086,4.16,47.455,4.52,8.0164,50.55699,20.1317,6.3067,conventional_oilfield_range
7.62,4.0038,5.56,1.843,18.8,0.23092,0.44366,0.32008,1.9213,conventional_oilfield_range
25.6,0.2295,4.61,15.654,1.85,0.69668,5.29768,1.92114,7.6042,conventional_oilfield_range
27.68,1.2253,6.41,4.054,17.93,0.30329,0.82248,0.49945,2.7118,conventional_oilfield_range
120.64,0.6016,6.03,26.033,13.57,37.26156,36.44953,36.85331,1.0223,conventional_oilfield_range
98.21,0.3096,5.44,59.622,0.51,21.49114,64.30095,37.17393,2.992,conventional_oilfield_range
131.92,28.9113,4.17,9.284,9.06,230.51576,558.71791,358.87781,2.4238,high_pressure_gas_CO2
51.97,0.3672,4.9,1.748,18.22,0.25065,1.24417,0.55844,4.9638,conventional_oilfield_range
115.66,12.6124,5.95,58.969,18.65,484.26765,275.98768,365.58434,1.7547,high_pressure_gas_CO2
58.29,8.8559,5.47,1.257,0.51,4.35201,8.01513,5.90609,1.8417,conventional_oilfield_range
30.84,0.2421,4.43,4.965,13.25,0.25248,2.21636,0.74806,8.7782,conventional_oilfield_range
8.84,0.8005,6.4,32.1,2.47,1.4696,2.17446,1.78762,1.4796,conventional_oilfield_range
81.72,7.632,3.76,145.16,18.17,195.17124,1145.70246,472.87226,5.8702,conventional_oilfield_range
95.25,1.1303,3.96,48.719,3.52,48.8659,239.14389,108.10172,4.8939,conventional_oilfield_range
32.04,15.0926,6.07,50.846,6.88,27.50749,24.1402,25.76891,1.1395,high_pressure_gas_CO2
56.08,47.8359,5.48,2.91,4.69,20.35176,28.51589,24.09042,1.4012,high_pressure_gas_CO2
116.77,2.1285,5.6,2.592,10.44,11.1099,14.26997,12.59118,1.2844,conventional_oilfield_range
57.72,2.6366,5.58,88.369,16.63,30.09483,50.4826,38.97775,1.6775,conventional_oilfield_range
37.86,1.9075,5.02,130.36,9.39,19.93169,76.98537,39.17204,3.8625,conventional_oilfield_range
146.54,0.137,4.06,20.95,15.76,19.10949,113.74651,46.62228,5.9524,conventional_oilfield_range
27.97,36.3597,4.64,1.64,9.83,2.81819,9.98581,5.30489,3.5433,high_pressure_gas_CO2
98.5,71.8539,6.44,3.046,19.25,54.26802,18.95628,32.07366,2.8628,high_pressure_gas_CO2
31.52,0.1857,6.08,28.168,16.84,0.54719,2.23846,1.10673,4.0908,conventional_oilfield_range
43.01,37.8955,5.84,10.995,6.49,25.96764,26.81985,26.3903,1.0328,high_pressure_gas_CO2
35.42,81.207,4.15,31.868,3.06,119.4735,291.01964,186.46483,2.4359,dense_phase_supercritical_CO2
78.71,8.0209,5.76,4.32,19.94,7.25194,17.91859,11.39932,2.4709,conventional_oilfield_range
129.42,4.9914,5.65,27.997,13.71,177.39954,148.31299,162.2056,1.1961,conventional_oilfield_range
143.96,1.6409,4.63,61.191,12.36,243.27735,529.70705,358.97873,2.1774,conventional_oilfield_range
100.13,50.1943,4.23,89.567,15.81,617.3911,2082.07677,1133.77938,3.3724,high_pressure_gas_CO2
14.67,8.7753,5.09,3.899,13.67,0.92703,3.77928,1.87176,4.0768,conventional_oilfield_range
39.27,2.8622,4.45,73.184,19.0,12.52249,52.54105,25.65044,4.1957,conventional_oilfield_range
51.97,0.1098,5.48,3.007,7.71,0.23752,1.03014,0.49465,4.3371,conventional_oilfield_range
118.76,9.8155,4.19,63.413,9.47,417.11185,1324.13469,743.17714,3.1745,conventional_oilfield_range
110.92,23.5647,3.64,4.931,11.37,88.93337,208.53748,136.18349,2.3449,high_pressure_gas_CO2
100.65,1.2731,4.78,36.95,1.44,37.62012,136.24715,71.59354,3.6217,conventional_oilfield_range
54.62,1.9266,3.55,107.41,1.83,36.41979,313.07845,106.78133,8.5964,conventional_oilfield_range
35.67,0.9186,5.14,6.005,3.7,1.04872,4.41944,2.15285,4.2141,conventional_oilfield_range
24.88,0.5766,4.8,2.21,0.3,0.19645,1.33082,0.51132,6.7742,conventional_oilfield_range
18.93,15.3777,3.77,4.668,18.82,1.31636,13.60815,4.2324,10.3377,high_pressure_gas_CO2
67.35,69.1679,4.71,14.376,12.95,80.04969,215.7651,131.42272,2.6954,high_pressure_gas_CO2
80.87,0.4435,3.99,11.681,9.68,5.93558,41.23961,15.64548,6.9479,conventional_oilfield_range
116.72,0.2486,5.46,29.427,0.57,31.25977,47.18,38.40359,1.5093,conventional_oilfield_range
144.76,4.0206,4.93,15.322,7.05,192.81998,179.27497,185.92417,1.0756,conventional_oilfield_range
141.4,11.3452,6.2,33.077,6.18,572.95702,294.05056,410.46112,1.9485,high_pressure_gas_CO2
116.64,0.9693,4.07,119.01,13.44,135.75201,491.1497,258.21417,3.618,conventional_oilfield_range
31.34,0.2366,3.64,1.834,1.39,0.17203,2.04522,0.59316,11.8888,conventional_oilfield_range
75.51,1.3627,6.48,16.797,9.12,13.95682,9.83556,11.71636,1.419,conventional_oilfield_range
108.09,0.1008,4.76,16.648,7.91,4.97665,31.82832,12.58564,6.3955,conventional_oilfield_range
68.11,1.5949,5.22,19.526,18.47,8.90411,20.64687,13.55884,2.3188,conventional_oilfield_range
123.35,1.4354,4.54,31.832,0.68,100.18351,284.27005,168.75773,2.8375,conventional_oilfield_range
63.97,1.1455,5.6,10.552,0.75,5.80663,7.80335,6.73136,1.3439,conventional_oilfield_range
86.93,7.0693,6.39,9.13,2.2,31.01657,20.54282,25.24218,1.5098,conventional_oilfield_range
24.92,12.2415,4.17,2.806,13.89,1.21294,8.34911,3.1823,6.8833,high_pressure_gas_CO2
30.99,1.1202,3.98,2.242,8.27,0.41642,4.87539,1.42485,11.7079,conventional_oilfield_range
148.18,36.3058,5.34,98.551,12.42,2211.8042,2000.79895,2103.65765,1.1055,high_pressure_gas_CO2
53.63,1.515,6.27,7.958,8.69,3.11268,4.99498,3.94306,1.6047,conventional_oilfield_range
42.95,50.5103,6.27,41.87,6.15,91.8414,76.20601,83.65923,1.2052,high_pressure_gas_CO2
135.02,6.8543,4.69,104.573,11.78,713.70831,1190.87548,921.92067,1.6686,conventional_oilfield_range
107.32,37.4261,4.33,9.576,4.53,260.14996,337.3208,296.233,1.2966,high_pressure_gas_CO2
43.25,3.7798,5.53,26.948,11.23,10.35568,23.03895,15.44616,2.2248,conventional_oilfield_range
52.59,1.8213,5.32,10.916,18.7,4.3054,8.72093,6.12757,2.0256,conventional_oilfield_range
82.31,20.4933,5.07,73.685,5.39,320.65877,567.69132,426.65584,1.7704,high_pressure_gas_CO2
6.16,48.1558,5.21,1.909,13.83,1.36412,3.76344,2.26578,2.7589,high_pressure_gas_CO2
11.29,0.956,6.2,13.442,3.85,0.5557,1.34939,0.86594,2.4283,conventional_oilfield_range
58.73,2.6173,5.26,74.058,2.51,39.68887,104.24257,64.32161,2.6265,conventional_oilfield_range
45.33,1.9884,4.41,105.044,2.97,21.89416,130.60348,53.47386,5.9652,conventional_oilfield_range
124.33,0.2656,5.71,5.946,2.73,9.98939,15.94829,12.62195,1.5965,conventional_oilfield_range
71.91,37.6197,6.09,14.146,11.9,83.7434,68.0334,75.48078,1.2309,high_pressure_gas_CO2
96.06,33.0178,6.39,16.164,8.6,209.20873,59.32592,111.40692,3.5264,high_pressure_gas_CO2
93.38,68.0997,4.28,6.088,5.97,132.93558,350.65313,215.9034,2.6378,high_pressure_gas_CO2
61.24,0.1794,4.17,15.119,7.42,1.99474,14.99371,5.46888,7.5166,conventional_oilfield_range
31.62,30.6507,3.97,28.814,2.71,36.11577,176.89159,79.92857,4.8979,high_pressure_gas_CO2
71.34,0.3543,4.72,26.765,0.37,7.62504,44.30331,18.37973,5.8102,conventional_oilfield_range
89.02,3.2606,5.58,55.34,7.92,98.99043,91.05824,94.94153,1.0871,conventional_oilfield_range
9.74,23.6815,6.47,26.116,14.22,8.37861,6.88125,7.59311,1.2176,high_pressure_gas_CO2
45.68,18.1882,6.38,2.152,16.09,4.45938,3.40464,3.89648,1.3098,high_pressure_gas_CO2
75.66,46.5378,3.69,3.744,19.87,23.34206,156.87293,60.51229,6.7206,high_pressure_gas_CO2
13.47,0.4843,5.88,65.526,18.94,1.2861,4.98423,2.53184,3.8755,conventional_oilfield_range
93.38,0.6934,4.67,2.479,15.03,2.22655,6.48331,3.79939,2.9118,conventional_oilfield_range
115.02,0.3953,3.9,145.569,12.47,82.4882,598.26591,222.14832,7.2527,conventional_oilfield_range
24.49,1.5989,6.47,2.944,17.56,0.35924,0.60959,0.46796,1.6969,conventional_oilfield_range
41.78,2.543,3.7,32.093,13.41,6.50731,85.12987,23.53649,13.0822,conventional_oilfield_range
140.26,0.1077,6.07,2.037,9.57,1.80566,2.5267,2.13597,1.3993,conventional_oilfield_range
50.7,49.6518,3.67,4.027,7.4,27.27543,115.62019,56.15684,4.239,high_pressure_gas_CO2
30.09,0.4926,5.25,47.28,16.32,2.01818,9.46706,4.37107,4.6909,conventional_oilfield_range
44.27,56.7152,5.88,1.263,10.8,3.67581,6.34537,4.82953,1.7262,high_pressure_gas_CO2
120.94,26.8224,5.89,99.098,0.33,1468.41297,1053.04902,1243.50748,1.3944,high_pressure_gas_CO2
28.69,24.6154,4.38,82.663,1.17,68.92823,214.29737,121.53657,3.109,high_pressure_gas_CO2
137.86,0.5982,6.15,10.153,15.52,28.11071,24.171,26.06653,1.163,conventional_oilfield_range
98.12,11.8291,4.46,3.688,2.12,37.10527,71.17846,51.39159,1.9183,high_pressure_gas_CO2
130.03,59.8381,3.65,6.066,10.83,191.87781,773.23684,385.18436,4.0298,high_pressure_gas_CO2
27.34,10.7874,5.39,5.479,17.44,2.61671,6.02306,3.96996,2.3018,high_pressure_gas_CO2
91.83,25.5855,5.25,31.431,7.71,238.01054,256.59094,247.12618,1.0781,high_pressure_gas_CO2
41.93,3.322,5.72,115.105,9.71,25.37039,49.76151,35.53124,1.9614,conventional_oilfield_range
116.57,0.1694,4.06,1.918,1.72,2.49307,14.60577,6.03433,5.8586,conventional_oilfield_range
145.07,0.1336,5.59,137.421,11.06,90.62342,113.4442,101.3938,1.2518,conventional_oilfield_range
12.25,56.1038,6.43,1.448,17.1,1.43426,1.03718,1.21966,1.3828,high_pressure_gas_CO2
105.57,24.7636,6.3,20.039,7.05,196.14362,108.3588,145.78713,1.8101,high_pressure_gas_CO2
41.51,1.1611,5.29,39.802,17.95,4.92517,16.24586,8.94503,3.2985,conventional_oilfield_range
30.45,51.9934,6.34,42.528,5.0,52.73192,47.20057,49.88964,1.1172,high_pressure_gas_CO2
8.11,37.2791,3.95,1.761,3.52,1.21001,8.18664,3.14737,6.7658,high_pressure_gas_CO2
42.8,43.3721,4.65,121.603,18.18,133.03116,372.79051,222.6943,2.8023,high_pressure_gas_CO2
83.24,0.3859,6.43,4.372,8.86,2.25617,2.46444,2.35801,1.0923,conventional_oilfield_range
77.82,3.595,5.03,18.297,6.61,27.41189,68.32159,43.27613,2.4924,conventional_oilfield_range
29.1,38.0666,5.34,6.63,10.15,7.641,21.18666,12.72349,2.7728,high_pressure_gas_CO2
131.87,0.3702,5.55,12.055,12.48,18.85022,24.7221,21.58743,1.3115,conventional_oilfield_range
97.03,0.4242,6.34,19.986,6.33,12.88814,15.55439,14.15864,1.2069,conventional_oilfield_range
138.59,2.6454,5.88,2.23,7.17,23.89867,21.91111,22.88332,1.0907,conventional_oilfield_range
133.44,1.1165,3.75,57.755,2.68,141.55977,743.47007,324.41555,5.252,conventional_oilfield_range
139.48,0.2836,4.36,1.43,18.48,3.22369,9.50246,5.53471,2.9477,conventional_oilfield_range
36.66,0.285,4.45,44.492,14.02,1.58843,18.23437,5.38183,11.4795,conventional_oilfield_range
72.17,14.4745,3.96,7.748,16.53,20.66975,74.39653,39.21426,3.5993,high_pressure_gas_CO2
143.32,0.1343,4.63,5.364,5.18,5.33933,26.46055,11.8862,4.9558,conventional_oilfield_range
84.93,0.1956,4.11,1.709,13.09,0.6106,4.53025,1.66318,7.4193,conventional_oilfield_range
44.53,4.0114,6.05,34.102,3.14,16.96382,21.86941,19.26107,1.2892,conventional_oilfield_range
128.32,0.1919,5.99,50.344,7.44,32.31589,61.68841,44.6488,1.9089,conventional_oilfield_range
133.1,13.6046,5.11,78.093,10.87,509.90688,944.22577,693.87838,1.8518,high_pressure_gas_CO2
48.2,0.106,5.79,1.733,6.53,0.1325,0.44828,0.24372,3.3832,conventional_oilfield_range
49.85,0.8256,3.9,66.221,0.02,13.19013,111.25558,38.30764,8.4348,conventional_oilfield_range
139.57,55.8083,4.99,24.488,9.61,1199.73962,894.57026,1035.97847,1.3411,high_pressure_gas_CO2
117.51,75.7335,5.41,4.104,17.4,143.13247,81.00628,107.67836,1.7669,dense_phase_supercritical_CO2
22.22,2.0232,3.89,4.411,3.61,0.63009,7.42291,2.16266,11.7808,conventional_oilfield_range
68.24,0.272,3.73,2.502,6.11,0.84205,8.93006,2.74219,10.6051,conventional_oilfield_range
93.7,3.9418,5.89,1.76,14.65,8.34848,5.2478,6.619,1.5909,conventional_oilfield_range
87.41,38.5139,6.1,1.57,17.25,13.34254,12.76361,13.04986,1.0454,high_pressure_gas_CO2
63.91,6.7333,6.43,4.02,13.81,6.94042,5.40257,6.12341,1.2847,conventional_oilfield_range
106.25,0.2151,5.15,1.331,17.5,0.81937,2.54283,1.44344,3.1034,conventional_oilfield_range
104.79,0.3194,3.51,1.027,18.72,0.82015,6.59487,2.32568,8.041,conventional_oilfield_range
33.04,1.542,6.12,1.019,12.64,0.23985,0.51033,0.34986,2.1277,conventional_oilfield_range
40.42,3.876,4.2,35.039,18.71,7.8595,53.43798,20.4938,6.7992,conventional_oilfield_range
65.6,26.9743,4.01,49.405,15.35,144.85866,528.77277,276.7622,3.6503,high_pressure_gas_CO2
82.43,1.9796,5.97,44.233,18.67,31.63667,33.19721,32.40755,1.0493,conventional_oilfield_range
85.59,46.6236,6.15,12.346,17.86,84.37861,42.36875,59.79144,1.9915,high_pressure_gas_CO2
34.56,27.7762,4.72,42.219,10.11,30.98611,94.91109,54.2303,3.063,high_pressure_gas_CO2
144.7,54.847,5.75,46.899,3.54,2075.50251,1334.22172,1664.08549,1.5556,high_pressure_gas_CO2
85.06,78.5953,3.83,131.117,3.8,1202.93012,3559.36845,2069.22003,2.9589,dense_phase_supercritical_CO2
34.16,0.4751,5.33,1.643,10.81,0.11564,0.75598,0.29567,6.5373,conventional_oilfield_range
55.65,0.3635,5.71,38.45,1.27,4.35318,15.45051,8.20115,3.5492,conventional_oilfield_range
115.82,66.5156,3.56,118.329,9.65,1958.72477,9635.288,4344.2925,4.9192,high_pressure_gas_CO2
66.26,7.717,4.61,18.471,0.13,44.32251,102.89664,67.53249,2.3215,conventional_oilfield_range
19.57,9.1742,4.3,47.457,12.42,8.29378,67.58661,23.6759,8.1491,conventional_oilfield_range
64.41,2.4095,5.01,1.741,19.4,1.00007,4.71498,2.17148,4.7146,conventional_oilfield_range
98.27,4.1981,4.4,27.405,3.56,66.02397,169.17134,105.68521,2.5623,conventional_oilfield_range
124.18,0.2832,4.67,6.342,19.07,4.62797,21.70242,10.02188,4.6894,conventional_oilfield_range
29.77,40.7036,5.22,1.603,6.47,3.62875,9.05091,5.73093,2.4942,high_pressure_gas_CO2
91.01,47.1333,3.99,5.125,12.05,63.62147,175.29565,105.60572,2.7553,high_pressure_gas_CO2
6.31,2.1528,4.39,1.982,17.23,0.15484,1.28525,0.44611,8.3004,conventional_oilfield_range
73.9,19.7014,4.74,19.252,19.94,61.16668,125.34424,87.56079,2.0492,high_pressure_gas_CO2
94.72,2.8398,5.19,15.992,11.91,27.64719,75.94336,45.82162,2.7469,conventional_oilfield_range
41.96,1.1372,5.35,17.478,8.11,3.98335,11.55018,6.78295,2.8996,conventional_oilfield_range
121.4,25.4653,6.04,1.758,9.24,48.03879,34.38306,40.64137,1.3972,high_pressure_gas_CO2
141.84,1.0717,4.7,18.427,16.17,59.63184,149.0144,94.26559,2.4989,conventional_oilfield_range
117.58,3.9913,4.3,4.872,15.85,27.59795,95.70222,51.39246,3.4677,conventional_oilfield_range
